,journal_title,article_title,contributors,year,doi
83,Journal of Climate,Journal of Climate,"['Claire M. Zarakas', 'Abigail L. S. Swann', 'Marysa M. Laguë', 'Kyle C. Armour', 'James T. Randerson']",2020,10.1175/JCLI-D-20-0078.1
84,Global Biogeochemical Cycles,Global Biogeochemical Cycles,"['William R. Wieder', 'David M. Lawrence', 'Rosie A. Fisher', 'Gordon B. Bonan', 'Susan J. Cheng', 'Christine L. Goodale', 'A. Stuart Grandy', 'Charles D. Koven', 'Danica L. Lombardozzi', 'Keith W. Oleson', 'R. Quinn Thomas']",2019,10.1029/2018GB006141
85,Biogeosciences,Biogeosciences,"['Le Zhang', 'Z. George Xue']",2022,10.5194/bg-19-4589-2022
86,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Sam J. Silva', 'Susannah M. Burrows', 'Katherine Calvin', 'Philip J. Cameron‐Smith', 'Xiaoying Shi', 'Tian Zhou']",2023,10.1029/2022JD037668
87,Nature Climate Change,Nature Climate Change,"['Giacomo Grassi', 'Elke Stehfest', 'Joeri Rogelj', 'Detlef van Vuuren', 'Alessandro Cescatti', 'Jo House', 'Gert-Jan Nabuurs', 'Simone Rossi', 'Ramdane Alkama', 'Raúl Abad Viñas', 'Katherine Calvin', 'Guido Ceccherini', 'Sandro Federici', 'Shinichiro Fujimori', 'Mykola Gusti', 'Tomoko Hasegawa', 'Petr Havlik', 'Florian Humpenöder', 'Anu Korosuo', 'Lucia Perugini', 'Francesco N. Tubiello', 'Alexander Popp']",2021,10.1038/s41558-021-01033-6
88,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['L. Ruby Leung', 'David C. Bader', 'Mark A. Taylor', 'Renata B. McCoy']",2020,10.1029/2019MS001821
89,Science Advances,Science Advances,"['Taihua Wang', 'Dawen Yang', 'Yuting Yang', 'Shilong Piao', 'Xin Li', 'Guodong Cheng', 'Bojie Fu']",2020,10.1126/sciadv.aaz3513
90,Geoscientific Model Development,Geoscientific Model Development,"['Malte Meinshausen', 'Zebedee R. J. Nicholls', 'Jared Lewis', 'Matthew J. Gidden', 'Elisabeth Vogel', 'Mandy Freund', 'Urs Beyerle', 'Claudia Gessner', 'Alexander Nauels', 'Nico Bauer', 'Josep G. Canadell', 'John S. Daniel', 'Andrew John', 'Paul B. Krummel', 'Gunnar Luderer', 'Nicolai Meinshausen', 'Stephen A. Montzka', 'Peter J. Rayner', 'Stefan Reimann', 'Steven J. Smith', 'Marten van den Berg', 'Guus J. M. Velders', 'Martin K. Vollmer', 'Ray H. J. Wang']",2020,10.5194/gmd-13-3571-2020
91,Environmental Research Letters,Environmental Research Letters,"['Jianzhao Liu', 'Fenghui Yuan', 'Yunjiang Zuo', 'Rui Zhou', 'Xinhao Zhu', 'Kexin Li', 'Nannan Wang', 'Ning Chen', 'Ziyu Guo', 'Lihua Zhang', 'Ying Sun', 'Yuedong Guo', 'Changchun Song', 'Xiaofeng Xu']",2022,10.1088/1748-9326/ac7eda
92,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Timothy Andrews', 'Martin B. Andrews', 'Alejandro Bodas‐Salcedo', 'Gareth S. Jones', 'Till Kuhlbrodt', 'James Manners', 'Matthew B. Menary', 'Jeff Ridley', 'Mark A. Ringer', 'Alistair A. Sellar', 'Catherine A. Senior', 'Yongming Tang']",2019,10.1029/2019MS001866
93,Climatic Change,Climatic Change,['Julien Boé'],2021,10.1007/s10584-021-03173-2
94,Global Biogeochemical Cycles,Global Biogeochemical Cycles,"['Gregory R. Quetin', 'Caroline A. Famiglietti', 'Nathan C. Dadap', 'A. Anthony Bloom', 'Kevin W. Bowman', 'Noah S. Diffenbaugh', 'Junjie Liu', 'Anna T. Trugman', 'Alexandra G. Konings']",2023,10.1029/2022GB007478
95,Geoscientific Model Development,Geoscientific Model Development,"[""Brian C. O'Neill"", 'Claudia Tebaldi', 'Detlef P. van Vuuren', 'Veronika Eyring', 'Pierre Friedlingstein', 'George Hurtt', 'Reto Knutti', 'Elmar Kriegler', 'Jean-Francois Lamarque', 'Jason Lowe', 'Gerald A. Meehl', 'Richard Moss', 'Keywan Riahi', 'Benjamin M. Sanderson']",2016,10.5194/gmd-9-3461-2016
96,Environmental Research Letters,Environmental Research Letters,"['Zelalem A Mekonnen', 'William J Riley', 'Logan T Berner', 'Nicholas J Bouskill', 'Margaret S Torn', 'Go Iwahana', 'Amy L Breen', 'Isla H Myers-Smith', 'Mariana García Criado', 'Yanlan Liu', 'Eugénie S Euskirchen', 'Scott J Goetz', 'Michelle C Mack', 'Robert F Grant']",2021,10.1088/1748-9326/abf28b
